sent0,sent1
BROADCAST PEMEKARAN KOTA YOGYAKARTA,Beberapa hari belakangan muncul kabar viral tentang pemekaran Kota Yogyakarta
Foto Presiden Jokowi Memberikan Minyak Goreng kepada Pebalap MotoGP Miguel Oliveira,73) mengunggah sebuah foto yang menunjukkan Presiden Jokowi tengah memberikan minyak goreng kepada pebalap MotoGP Miguel Oliveira
Gambar Tangkapan Layar Artikel Merdeka.com “Mahfud MD: Jokowi bapak pahlawan bangsa melebihi Jendral Sudirman”,com dengan judul “Mahfud MD: Jokowi bapak pahlawan bangsa melebihi Jendral Sudirman”
TEMPELAN LOGO PKI DI MOBIL YANG TERPARKIR,pesan berantai di WhatsApp yang menghimbau para pengemudi mobil agar berhati-hati saat memarkir kendaraan di parkiran
"Artikel “Kentutnya Bisa Membunuh Nyamuk, Pria Ini Diincar Perusahaan Pestisida”","Laman infoanehterbaru[dot]blogspot[dot]com mempublikasikan artikel dengan judul “Kentutnya Bisa Membunuh Nyamuk, Pria Ini Diincar Perusahaan Pestisida” yang berisikan mengenai kisah pria asal Uganda bernama Joe Rwamirama"
VAKSIN SINOVAC SEBENARNYA DI GUNAKAN UNTUK AYAM DAN UNGGAS, Kata Dokter2 Hewan: Ayam-ayam yg disuntikan vaksin Sinovac ini banyak yg mati setelah 2 Minggu
KANTOR KPU KAB. WONOGIRI PAKAI DUKUN DALAM PEMILU 2019," Wonogiri dalam Pemilu 2019, seperti pada postingannya menyatakan bahwa ""Tercyduk"
PROSES REKRUTMEN DINAS PENDIDIKAN KOTA BOGOR,proses rekrutmen Dinas Pendidikan Kota Bogor
“negara SOMALIA pernah mencetak bentuk Mata uang Koin bergambar Wajah Pendiri NU Kyai Haji Hasyim Asyari”," Terdapat pula sebuah tulisan Arab, angka tahun “1871” dan “1947”, serta nama “KHM Hasyim Asy’ari” ke grup Pecinta Habib Luthfi bin Yahya Pekalongan dengan narasi sebagai berikut:“Taukah Anda"
Benarkah Jokowi meresmikan Patung Yesus Memberkati?, Foto pertama adalah foto patung Yesus Memberkati yang dibangun di Tana Toraja
FOTO KOTAK KPU DEKAT KANTOR PARPOL,"Berdasarkan aduan yang masuk ke admin Jabar Saber Hoaks, mengenai adanya foto yang menunjukan kantor salah satu Parpol berdampingan dengan gudang KPU"
"Pencegahan awal gejala stroke untuk penderita riwayat hipertensi, diabetes dan kolestrol","“Pencegahan awal gejala stroke untuk penderita riwayat hipertensi, diabetes dan kolestrolKalo ada kram2/kesemutan di tangan dan kaki anda"
PARA PETANI DI MALILI SULAWESI SELATAN TELAH DI UYGHURKAN OLEH REZIM INI,PARA PETANI DI MALILI SULAWESI SELATAN TELAH DI UYGHURKAN OLEH REZIM INI
“MAHASISWA AKAN AKSI BESAR BESARAN dan mengundang masyarakat untuk turun aksi melawan kezoliman Tanggal 5 Juli 2021”,com/100069923497904) pada 2 Juli 2021 mengunggah sebuah gambar dengan narasi sebagai berikut:“*MAHASISWA* AKAN AKSI BESAR BESARAN dan mengundang masyarakat untuk turun aksi melawan *kezoliman* Tanggal 5 Juli 2021
Bunga Raja di Gunung Himalaya Mekar 400 Tahun Sekali,"“Bunga Raja dari Gunung Himalaya yang mekar 400 tahun sekali, tahun ini 2020 mekar dan kita adalah orang yang beruntung melihatnya"
Minum Air Rebusan Genjer Bisa Obati Diabetes,Klaim mengonsumsi air rebusan genjer dapat menyembuhkan diabetes beredar di media sosial
Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik UI,Beredar pesan berantai melalui Whatsapp yang mengklaim bahwa dengan menyebarkan emoticon baterai ke empat grup maka baterai ponsel akan terisi penuh
Sayur Pakis Bisa Menyebabkan Kanker," Mohon tdk lg makan tumbuhan ini, tumbuhan ini akan menyebabkan cancer lambung"
Video Perampokan Supermarket di Sunset Road Bali,"Video tersebut kemudian dikaitkan dengan kabar bahwa aksi perampokan tersebut terjadi di Sunset Road, Bali"
Gambar Anak Diculik dan Dijadikan Pengemis,11 mengklaim anak diculik dan dijadikan seorang pengemis
FOTO BANJIR DARAH DI PEKALONGAN," Foto itu disebut-sebut banjir darah di Pekalongan, Jawa Tengah"
Gambar Kebakaran Hutan Turki Tahun 2021," Postingan yang disertai gambar tersebut menarasikan peristiwa kebakaran hutan di Turki yang berlangsung selama 2 hari, disertai tagar #PrayForTurkey"
"Kim Jong Un Mengenakan Kemeja Putih Bertuliskan “Bersih, Merakyat, Kerja Nyata”","kemeja putih yang dikenakan Presiden Korut, Kim Jong Un adalah polos tanpa tulisan dan gambar"
PERINGATAN PEMBLOKIRAN DARI FACEBOOK,PERINGATAN PEMBLOKIRAN DARI FACEBOOK Telah beredar sebuah akun Facebook dengan nama “Peringatan Pemblokiran” yang membagikan foto profil dari pengguna dan menambahkan narasi seolah-olah pesan tersebut berasal dari tim Facebook tentang pemblokiran akun
Pelajar Sekolah Meninggal Ketika Sedang Bermain Game Online," Semoga almarhum husnul khotimah aamiin ya rabbal alamiin """"""help"" anak yang meninggal karena bermain game""""Pelajar Sekolah Meninggal ketika sedang bermain Game Online"
"Pencairan Dana 600.000-1,2 Juta Periode 2021 oleh BNI dan BRI"," Narasi tersebut juga mengatakan bahwa pencairan dana tersebut disalurkan melalui beberapa Bank, seperti BRI dan BNI"
Bahaya Racun dari Nasi yang dimasak dengan Magiccom,"“Karena nasi yang terus dihangatkan dalam magic com, saat lebih dari 6 jam ia akan berubah menjadi racun”, kata Pak Anto memperingatkan"
“solusi milenial ngatasin banjir #AniesDimana”,"“Ini lah solusi milenial ngatasin banjir di DKI by Gabener#AniesDimana"""
"“Pelaku Bom Gereja Katedral Makassar, mantan polisi, agama kristen protestan”","”Gambar itu berisi tangkapan layar artikel yang seolah berjudul “Argo Yuwono: Salah satu pelaku Bom Gereja Katedral Makassar, adalah eks anggota intel yang telah di pecat”"
Surat Imbauan Dinkes Kota Batam untuk Perusahaan agar Menyediakan APD," Melalui kewenangan Gubernur/Wal Kota/Bupati, Kita meminta Perusahaan-Perusahaan melakukan upaya pencegahan penyebaran dan penanganan kasus terkait Wabah Covid-19 di lingkungan kerja, Diantaranya melakukan pembinaan dan pengawasan terhadap pelaksanaan Peraturan dan Perundang-undangan di bidang Keselamatan dan Kesehatan Kerja (K3), Maka Kami dari Dinas Kesehatan Kota Batam memberikan Surat Himbauan kepada Perusahaan-Perusahaan untuk melengkapi Fasilitas Alat Pelindung Diri (APD) Untuk Pencegahan Wabah Covid-19"
"JAUH-JAUH KE BALI, TOM HOLLAND MALAH ASIK MAIN TIMEZONE",Beredar foto dimana terlihat Tom Holland keasyikan bermain game di game center Time Zone
Alfamart Menyumbangkan 6000 Kupon Untuk Membantu Melawan COVID-19,000 dari Alfamart*__Buruan Dapatkan dari Alfamart__*Alfamart* 🛒 Memberikan 9
"“Seorang gadis asal Arab Saudi meninggal dunia, setelah berhasil menghafal 30 juz Alquran”","Beredar artikel berjudul “Innalillahi, gadis ini meninggal tadi malam setelah berhasil menghafal 30 juz Al-Qur’an, semoga Husnul Khotimah” yang terbit di situs barbar"
Prabowo Subianto Janjikan Rp 150 Juta Bagi yang Mendukungnya pada 2024,"Dalam postingannya terdapat video dengan narasi sebagai berikut:""Buat siapa saja pendukung saya 2023-2024 saya berjanji akan memberikan hadiah 150 juta untuk 75 orang"
“Kita akan mengalami cuaca yang dingin melebihi cuaca dingin sebelumnya karena fenomena aphelion”,"27 kita akan mengalami FENOMENA APHELION,dimana letak Bumi akan sangat jauh dari Matahari"
TERDAPAT KANDUNGAN ZAT BERACUN DALAM DOKUMEN VAKSIN COVID-19 DI AUSTRALIA," Dinarasikan bahwa kata ""posion"" dalam dokumen vaksin covid-19 adalah racun atau zat yang mampu menyebabkan penyakit atau kematian organisme hidup ketika dimasukkan atau diserap"
"HUT Ke-77 RI, Anies Baswedan Pimpin Upacara Pengibaran Bendera Raksasa Di Monas"," Video tersebut memperlihatkan proses pengibaran bendera merah putih raksasa pada tugu Monas Jakarta, dan diklaim video tersebut merupakan pengibaran bendera dalam memperingati HUT Ke-77 RI"
Video Patahan Kerak Bumi Setelah Gempa Turki,"“New video of the earth’s crust breaking in Hatay Province, Turkey after the earthquakes"
"“Seorang gadis asal Arab Saudi meninggal dunia, setelah berhasil menghafal 30 juz Alquran”", Gadis 15 tahun itu itu meninggal sehari sebelum ia mendapatkan penghargaan dari sekolahnya karena berhasil menghafal seluruh isi Alquran
"BIAR GAMBAR YANG BICARA, PBNU BELA PEMERINTAH CINA YANG MENUTUPI PEMBANTAIAN KAUM…","PBNU Bela Pemerintah Cina Yang Menutupi Pembantaian Kaum Muslimin Di Uyghur, Sedih itu pasti gimana ga sedih organisasi terbesar di Indonesia ini Sudah mampu di kuasai Komunis dan hal itu banyak orang yang bicara"
MARUF AMIN DIHIPNOTIS OLEH UYA KUYA,foto   Uya Kuya yang diklaim tengah menghipnotis Wakil Presiden RI ke-13 K
VAKSIN SINOVAC SEBENARNYA DITUJUKAN UNTUK AYAM DAN BARCODE ASLINYA DITUKAR, Informasi itu juga mengklaim   barcode vaksin asli ditukar  dengan vaksin plasebo untuk menipu KIPI
"PRABOWO KALAH, MENGAKU SIAP BANTU PEMERINTAHAN JOKOWI","Beredar video dari Berita Satu mengenai pertemuan antara Prabowo dengan Presiden Jokowi di Istana Negara dengan judul Prabowo Kalah, Mengaku Siap Bantu Pemerintahan JokowiSetelah kami melakukan penelusuran diketahui itu adalah video saat Prabowo mengunjungi Presiden Jokowi, pada tanggal 17 November 2016"
"Video Harimau di Cisaga, Ciamis", Video tersebut menampilkan seekor harimau yang sedang menyeberang jalan
Video telur palsu dari plastik," Dalam video tersebut memperlihatkan kuning telur yang tidak pecah ketika di pegang dan di klaim sebagai telur palsu terbuat dari plastik, dengan narasi sebagai berikut:NARASI:Telur oh telurTelur palsu"
Haramnya Ilmu Filsafat, Semoga kita diselamatkan dari ilmu Filsafat yang kufur
VIDEO JATUHNYA PESAWAT SRIWIJAYA AIR SJ 182 YANG BEREDAR DI MYANMAR, Dalam video tersebut tercantum narasi yang menyatakan bahwa video itu merupakan video jatuhnya pesawat Sriwijaya Air SJ 182 pada 9 Januari 2021 lalu
Pemasangan Barcode pada Badan Manusia, Barcode tersebut berfungsi untuk pendataan masyarakat yang akan divaksin
"Foto “Sami Abu Dyak, (17 th) anak Palestina yang meninggal di dalam penjara”"," Sami Abu Diyak yang dimaksud faktanya berumur 36 tahun, meninggal karena menderita kanker stadium akhir dan telah ditolak cuti untuk tinggal bersama keluarganya"
SEORANG IBU MELAHIRKAN BAYI KEMBAR 11, Anak-anak bayi tersebut dikabarkan merupakan anak dari seorang ibu yang baru saja melahirkan bayi kembar 11
Media Tidak Menyiarkan Demo RUU HIP,tidak ada satupunmedia TV menyiarkan Demo tolak UU HIP
Cacar Monyet Disebabkan dari Efek Samping Vaksin Covid-19 AstraZeneca,"Beredar sebuah unggahan di Facebook membagikan gambar yang berisi kabar bahwa pandemi cacar monyet telah dimulai, dalam unggahan tersebut juga mengklaim bahwa kandungan vektor adenovirus simpanse dalam vaksin Covid-19 AstraZeneca menjadi penyebab cacar monyet menginfeksi manusia sehingga dapat menularkan ke orang lain"
"TIGA AMBULANCE MENABRAK BEBERAPA MOBIL, TERNYATA DIBAYAR 300 RIBU SENGAJA MUTER-MUTER…","TIGA AMBULANCE MENABRAK BEBERAPA MOBIL, TERNYATA DIBAYAR 300 RIBU SENGAJA MUTER-MUTER UNTUK MENAKUTI WARGA SOAL COVID-19Di media sosial beredar video dan unggahan bernarasi sejumlah ambulans sengaja meneror warga"
"GIBRAN TOLAK AJAKAN GANJAR, PILIH JADI CAWAPRES ANIES",Gibran tolak ajakan untuk jadi Pasangan Ganjar Pranowo dan memilih untuk jadi pendamping Anies Baswedan
BIJI RAMBUTAN BISA MENYEMBUHKAN DIABETES,Biji Rambutan dapat Sembuhkan Diabetes
OPERASI GABUNGAN CIPTA KONDISI SKALA BESAR,OPERASI GABUNGAN CIPTA KONDISI SKALA BESAR
PUTRI DUYUNG TERDAMPAR DI PESISIR NEPA BANYUATES,"Sejumlah foto yang disebut sebagai foto putri duyung yang terdampar di Pantai Nepa, Banyuates, Madura, beredar di media sosial"
KARTU PEMILIH PEMILU 2024 DALAM BENTUK DIGITAL, Kartu pemilih berwarna biru ini dapat diakses baik secara fisik maupun melalui aplikasi Kementerian Dalam Negeri (Kemendagri)
RAJA SALMAN MENINGGAL DUNIA,RAJA SALMAN MENINGGAL DUNIABeredar potongan video seorang membacakan laporan berita meninggalnya Raja Salman bin Abdulaziz hafizahullahu di stasiun televisi Arab Saudi
Video “tiktok Hana hanifah di kantor berlogo BIN”,"7) mengunggah sebuah video dengan narasi sebagai berikut:“Asyik tiktok Hana hanifah di kantor berlogo BINRusak kabeh wess”Di video itu, terlihat Hana Hanifah tengah berjoget dengan tiga orang pria"
Video “GENDERANG PERANG DI TABUH TNI SIAGA TEMPUR LAWAN MALAYSIA”,NARASI: * “GENDERANG PERANG DI TABUH TNI SIAGA TEMPUR LAWAN MALAYSIA” (di gambar pratinjau)
Garam Tidak Boleh Dimasak Karena Menjadi Racun,"Ingat makanan yang dimasak harus tanpa garam ingat tanpa garam !!!!!*Selagi makan, sediakan semangkuk garam dan taburkan di atas makanan yang ingin dimakan sesuai selera masing-masing"
"Situs “Bank Rakyat Indonesia 120th Anniversary! Through the questionnaire, you will have a chance to get 3000 Dollar.”","Ulang tahun Bank Rakyat Indonesia ke 120BRI Ulang TahunUlang tahun briulang tahun bri ke 120*Ulang Tahun Bank Rakyat Indonesia ke 120!*Ulang tahun BRIUlang Tahun Bank Rakyat Indonesia ke 120!Melalui kuesioner, Anda akan memiliki kesempatan untuk mendapatkan 2000000 RupiahBRI ulang tahun ke 120 mendapatkan 2000000Ulang Tahun Bank BRI ke 120Ulang tahun Bank Rakyat Indonesia ke 120Hut briUlang tahun bank indonesiaUltah BRIAnniversary briULANG TAHUN BRIKE 120Melalui kuesioner, Anda akan memiliki kesempatan untuk mendapatkan Rp5000"
"“Foto Musim Dingin Anak-Anak di Gaza, Palestina”", Dalam narasi tertera bahwa foto tersebut merupakan foto rakyat Palestina
"Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya",", mahasiswa akhir imu Psikologi Univ"
Indonesia Tawarkan Amerika Serikat Bangun Pangkalan Militer di Kepulauan Natuna,Beredar artikel di media sosial Facebook dengan nama akun Supardi yang menyatakan bahwa Indonesia menawari Amerika Serikat (AS) untuk membangun pangkalan militernya di Kepulauan Natuna di Indonesia
Raja Charles III Proklamasikan Donald Trump sebagai Presiden Amerika yang Sah Pada Pilpres Amerika 2020,"Beredar sebuah informasi di Twitter yang mengklaim bahwa Raja Charles III telah menandatangani proklamasi yang menyatakan bahwa Donald Trump merupakan presiden Amerika yang sah secara hukum karena menang Pilpres Amerika pada 2020, dalam informasi tersebut juga ditegaskan jika Joe Biden dan Kamala tidak mengosongkan posisi Presiden dan Wakil Presiden Amerika dalam waktu 48 jam maka keadaan perang akan terjadi antara Amerika dan Inggris"
PROFESOR YANG MATI DIBUNUH KARENA NYARIS UNGKAP TEMUAN PENTING SEPUTAR VIRUS CORONA," Menurut narasi itu, kaitan antara pembunuhan Bing Liu dan penelitiannya terkait Covid-19 ditegaskan oleh kepolisian AS"
"TERBONGKAR DISINI.! ASIB ALI MENANGIS TERNYATA SYARIFAH JANDA ANAK 2, CURHAT BANG DENNY SUMARGO.","! ASIB ALI MENANGIS TERNYATA SYARIFAH JANDA ANAK 2, CURHAT BANG DENNY SUMARGO”"
“Wapres Ikhlaskan Saja Dana Haji Di Pakai Pemerintah Biar Kalian Masuk Surga”,"Dalam unggahannya tersebut, akaun Facebook Widia Siddiq menambahkan narasi berikut, “Maaf mbah’ bukannya haram pakai uang rakyat tanpa seijin pemiliknya?? Seharusnya suruh pemerintah ikhlaskan kembalikan dana haji biar masuk syurga"
WHO Mengatakan bahwa Menyimpan Ponsel Dekat Kepala dapat Menyebabkan Tumor,Mengurangi Kemampuan Konsentrasi Bahaya meletakkan HP dekat kepala saat tidur juga dapat mengurangi kemampuan konsentrasi
Foto “Bayi platipus”,"nama) mengunggah sebuah gambar tangkapan layar dari akun instagram Animals Chasers dengan narasi sebagai berikut:“Bayi platipus, mamalia semi-akuatik yang banyak ditemui di bagian timur benua Australia"
 Tidak Benar Rayakan HUT ke-50 Kimia Farma Bagikan Rp 2 Juta,Informasi Kimia Farma membagikan uang Rp 2 juta untuk merayakan HUT ke-50 berupa tautan berikut:https://kidneyuniverse
TADI MALAM UU TENTANG SUARA AZAN TELAH DISAHKAN,TADI MALAM UU TENTANG SUARA AZAN TELAH DISAHKAN
Pemakaian Perhiasan Emas Pada Bayi Berbahaya Karena Partikel Emas Dapat Menembus Kulit, Pada konten disebutkan bahwa partikel emas dapat tertimbun dalam darah bayi
KFC BAGIKAN HADIAH 2 JUTA DALAM RANGKA ULANG TAHUN KE-70,KFC membagikan hadiah sebesar Rp2 juta dalam rangka ulang tahun ke-70
LOWONGAN KERJA PT. ASTRA DAIHATSU MOTOR, Beredar sebuah informasi lowongan kerja PT
PDIP ADALAH PKI YANG BANGKIT KEMBALI ZAMAN SEKARANG,aliran komunisme dan gerakan PKI bangkit lewat PDIP
PEMBERITAHUAN BANTUAN KESEHATAN DAN MODAL USAHA DARI BPJS,"Berikut narasi yang tersemat pada pesan berantai itu : ""Peserta BPJS Yth (!) Anda Menerima Dana Bantuan Kesehatan dan Modal Usaha Dari Pusat BPJS Info Klik: bit"
Kitab yang di berikan ke si cewe di film ‘The Santri’ ternyata Kitab Qurrotul Uyun,mikerke) mengunggah sebuah gambar dengan narasi sebagai berikut :“Santri pacaran di hutan njuk yang di baca kitab Qurrotul uyun
ELITE GLOBAL MENGELUARKAN DAFTAR VARIAN CORONA YANG TELAH DI RENCANAKAN, Tabel itu diklaim sebagai jadwal rilis varian corona
Garam Tidak Boleh Dimasak Karena Menjadi Racun, Karena kalau memasak jangan dikasih garam
LOWONGAN KERJA PT KAI PADA DESEMBER 2021,NOVEMBER 2021Beredar di mediasosial dan aplikasi percakapan postingan terkait lowongan yang dibuka oleh PTKereta Api Indonesia (PT KAI) pada November 2021 yang berlaku sampai dengan Desember 2021
Pelayanan Bank BNI Melalui Whatsapp,Beredar pesan Whatsapp bahwa Bank BNI melakukan pelayanan melalui Whatsapp Messenger
Mahkamah Agung Amerika Serikat Telah Membatalkan Vaksinasi Masal, Narasi tersebut juga mengatakan bahwa gugatan untuk membatalkan vaksinasi universal diajukan oleh Robert F
SEORANG HACKER RUSIA DAN PAKAR POLITIK DUNIA MERESPON TAGAR #INAELECTIONOBSERVERSOS,seorang hacker rusia sekaligus pakar politik dunia bernama Prof
INFO VAKSINASI COVID-19 DI PUSSENIF PPI SUPRATMAN BANDUNG,"pesan berantai di WhatsApp yang menginformasikan adanya kegiatan vaksinasi Covid-19 massal di Lapangan Pussenif PPI yang berlokasi di Jalan Supratman, Kota Bandung, Jawa Barat"
“BODOHNYA METRO TV. jokowi Mendapat Gelar dari Raja Salman yaitu AMIRUL KAZZAB langsung diberitakan”,Makanya Sebelum di liput tanya dulu Artinya Amirul Kazzab”
Tangkapan Layar “DINAS IMIGRASI TAHAN 300 ORANG WNA CHINA ILEGAL”," Disaat itupula rezimMenyelundupkan Wna ChinaKomunis ilegal secara masifterus-menerus, para Wna ChinaKomunis ilegal ini di indikasikan adalah Para Tentaramerah dan Para intelijen ChinaKomunis"
USTAZ MAHEER MENINGGAL KARENA RACUN MINUMAN,almarhum Soni Eranata atau Ustaz Maaher at-Thuwailibi meninggal karena efek racun pada minuman
RACHEL VENNYA JADI DUTA COVID19,RACHEL VENNYA JADI DUTA COVID19Beredar narasi di media sosial merujuk kepada selebgram Rachel Vennya akan dinobatkan menjadi Duta Covid-19
MENAG AKAN GANTI AYAT-AYAT AL QURAN,"com berjudul Cegah ""Radikalisme"", Menag akan Ganti Ayat-Ayat Alquran?"
POLITIKUS PKS NETTY PRASETIYANI MENINGGAL DUNIA, Ada berita di radio   ibu Netty Ahmad Heryawan meninggal”
"DITEMUKAN MURID SMP DALAM GORONG-GORONG DALAM KEADAAN MENINGGAL, JANTUNGNYA SUDAH…", Setelah kami melakukan penelusuran berita mengenai penemuan jenazah murid SMP di gorong-gorong adalah benar
Putin Tidak Hadir ke KTT G20 karena Parade Angkatan Laut,“Mungkin ini yang bikin Mr Putin ga jadi datang
Video WN China Serbu Bandara Sultan Syarif Kasim,Dalam video terdengar suara seorang wanita yang menyebut bahwa Bandara Sultan Syarif Kasim dipenuhi WN China
ALFAMART BAGIKAN KOTAK MAKANAN DAN VOUCHER BELANJA SAMBUT TAHUN 2023,Alfamart membagikan 100 kotak makanan dan voucher belanja Rp 10 juta untuk menyambut tahun baru 2023
VIDEO DETIK-DETIK KEBERANGKATAN PASUKAN TENTARA INDONESIA KE PALESTINA,VIDEO DETIK-DETIK KEBERANGKATAN PASUKAN TENTARA INDONESIA KE PALESTINABeredar satu video yang diklaim sebagai detik-detik keberangkatan pasukan tentara Indonesia ke Palestina
LOWONGAN KERJA PLAZA ASIA SUMEDANG DENGAN SYARAT VIDEO CALL SEX,tangkapan layar di media sosial memuat percakapan mengenai informasi lowongan kerja sebagai pelayan restoran di Plaza Asia Sumedang
Pertamina Tegal Gede Kabakaran,"Unggahan informasi Pertamina Tegal Gede kebakaran tersebut berupa tautan Youtube, berjudul ""[VIRAL] Pertamina Tegal Gede Cikarang Meledak Dahsyat""Pada unggahan tersebut terdapat foto kobaran api dan tulisan ""PERTAMINA TEGAL GEDE CIKARANG KEBAKAR"""
"BERTAUBAT.! IBU NORMA RISMA TEBUS KESALAHAN, BONGKAR RAHASIA ROZY, AKHIRNYA ROZY RESMI DI PENJARA","! ALHAMDULILLAH IBU NORMA TAUBAT, BONGKAR RAHASIA ROZY MINTA MAAF KE NORMA, ROZY RESMI DI PENJARA”"
